100,8.849169158935547
200,7.566399383544922
300,7.467384883335659
400,5.775495529174805
500,6.897938622368707
600,6.686849466959635
700,6.3100433349609375
800,7.290637334187825
900,5.956522623697917
1000,6.553049723307292
1100,6.975043296813965
1200,6.4848828125
1300,6.41982889175415
1400,5.798144022623698
1500,6.497191905975342
1600,7.1367340087890625
1700,6.709393819173177
1800,6.290092468261719
1900,6.6336921691894535
2000,5.758116404215495
2100,6.438730239868164
2200,4.731901168823242
2300,6.268895830426898
2400,5.817660903930664
2500,6.159616470336914
2600,5.895583724975586
2700,6.357919866388494
2800,6.087091445922852
2900,5.824510846819196
3000,8.402484893798828
3100,6.479100704193115
3200,4.522194181169782
3300,6.022283826555524
3400,6.662387847900391
3500,5.81224365234375
3600,6.191192626953125
3700,6.6513854132758246
3800,5.753302256266276
3900,6.096253531319754
4000,6.010153634207589
4100,5.884257888793945
4200,5.692268371582031
4300,5.863478469848633
4400,6.664128303527832
4500,6.5289411544799805
4600,6.495733642578125
4700,5.32411003112793
4800,6.345985957554409
4900,6.133991786411831
5000,6.684343338012695
5100,6.320781230926514
5200,4.750879287719727
5300,6.654415130615234
5400,6.242516411675347
5500,5.7173380851745605
5600,6.090572357177734
5700,5.374610519409179
5800,5.6739952087402346
5900,6.242730034722222
6000,5.90283203125
6100,5.641873677571614
6200,8.453131675720215
6300,5.359754350450304
6400,7.18305067582564
6500,4.753650665283203
6600,5.450347900390625
6700,6.843303680419922
6800,5.7990875244140625
6900,5.598594665527344
7000,5.5519519382052955
7100,5.643854413713727
7200,6.803438186645508
7300,5.697319030761719
7400,6.312049865722656
7500,7.145648956298828
7600,6.152862167358398
7700,6.253175908868963
7800,9.166084925333658
7900,5.961251395089286
8000,5.879190444946289
8100,6.825944083077567
8200,5.809447152273996
8300,4.856856209891183
8400,6.895766763126149
8500,6.658154487609863
8600,6.23927625020345
8700,4.564564387003581
8800,5.296126365661621
8900,6.219341624866832
9000,5.742018508911133
9100,5.863723061301491
9200,6.257600957697088
9300,5.608348083496094
9400,5.670891898018973
9500,6.279099600655692
9600,5.067542182074653
9700,6.020328521728516
9800,6.608532992276278
9900,5.911060039813702
10000,6.643348217010498
0,51.83629002910303
0,6.8253258653905595
